,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings
868,Jean Paul GAULTIER,Scandal,505,354.95,80,EDP,Women,Floral,"Vanilla, Musk, And Labdanum","Tiare Flower, Jasmine, And Orange Blossom",4.5,noon,4.2,98.1K
869,ARMAND BASI,In Red,275,107.95,100,EDT,Women,Citrus,"Palisander Rosemary, Oakmoss, White Musk, Amber, Vanilla, Praline, Woody notes","Lily, Jasmine, Violet Leaf, Rose, Blackcurrant, Pink Pepper, Peony",4.5,Parvant Store,4.1,76
870,VERSACE,Eros,430,202,100,EDT,Men,Arabian,"Madagascar Vanilla, Virginian Cedar, Atlas Cedar, Vetiver, Oakmoss","Tonka Bean, Geranium, Ambroxan",4.5,noon,4.2,98.1K
871,Yves Saint Laurent,Manifesto,725,207.85,90,EDP,Women,Floral,"Cedar, Sandalwood, Vanilla, Tonka Bean","Lily-Of-The-Valley, Jasmine Sambac",3,Number One,4.1,63
872,GUCCI,Bloom,695,325.65,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.6,noon,4.2,98.1K
873,GUCCI,Guilty,354,213.95,75,EDT,Women,Floral,Lily and Wild Strawberry,Litchi,4.8,AMLAQ,3.9,135
874,GUCCI,Bloom,573,315.85,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.2,noon,4.2,98.1K
875,VERSACE,Crystal Noir,447,172,90,EDP,Women,Floral and Oriental,"Sandalwood, Cashmeran, Vanilla Pod And Heliotropine","Tuberose, Frangipani And Jasmine Dry",4.4,flower,4.2,98
876,HUGO BOSS,Boss The Scent,426,133,100,EDT,Men,Spicy,Leather,Maninka Fruit And Lavender,4.6,Perfume Ms,4.1,537
877,GUCCI,Bloom Nettare Di Fiori,630,329.85,100,EDP,Women,Floral,"Patchoulie, Musk, Schijnhulst","Tuberose, Honeysuckle, Jasmine",4.3,noon,4.2,98.1K
878,Givenchy,L'interdit,680,195.5,80,EDP,Women,Floral,Patchouli and Vetiver,"Tuberose, Jasmine and Orange Blossom",2.3,Pinch Of Perfum,4.2,347
879,LACOSTE,L.12.12 Blanc,244,88,100,EDT,Men,Woody,"Leather, Suede And Cedar",Mexican Tuberose And Ylang-Ylang,3.7,hadayiq baris,3.8,122
880,LACOSTE,Eau De lacoste,347,91.9,100,EDT,Men,Citrus,"Georgywood, Suede, Vetiver, Cedarwood","Tuberose, Olibanum, Ylang-Ylang",4.2,noon,4.2,98.1K
881,Geoffrey Beene,Grey Flannel,105,82.9,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver and Cedar","mimosa, iris, violet, sage, rose, geranium and Narcissus",5,Beautiful Live,4.3,7
882,Niya,Hawaiian Musk,99,49,100,EDP,Men,Woody,"Musk, Oakmoss, Vanilla","Moroccan Jasmine, Patchouli, Birch, Rose",4.5,noon,4.2,98.1K
883,Genie Collection,Premium,35,14.5,25,EDP,Unisex,Oriental,"Amber, Patchouli And Musk","Tuberose, Ylang-ylang And Jasmine",5,Genie collection,3.8,32
884,GUESS,Homme,210,98,100,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber And Musk","Vanilla Orchid, Violet Leaves And Vetiver",4.4,Star.perfume,3.5,537
885,DAVIDOFF,Zino,116,81.55,125,EDT,Men,Woody,"Tonka, Sandal, Amber, Cedar, Patchouli and Vanilla","Muguet, Rose, Jasmine and Geranium",3.4,AMLAQ,3.9,135
886,Niya,Prive Maison Sandalwood,247,99,100,EDP,Men,Woody,"Sandalwood, Vanilla, Musk","Muguet, Violet, Tuberose",4.7,noon,4.2,98.1K
887,Lattafa,Ana Abiyedh Leather,65,47.9,60,EDP,Men,Musk,"Tonka Bean, Guaiac Wood","Vanilla, Cardamom, Saffron",4.6,top langri,3.9,347
888,Roberto Cavalli,Just Cavalli,357,101.95,90,EDT,Men,Woody,Leather,Vetiver,4.8,noon,4.2,98.1K
889,AVON,Tomorrow,130,70,50,EDP,Women,Floral,"Powdery, Floral, Woody, Balsamic, Rose",Musk,4.5,Tiffany,4.1,54
890,J.CASANOVA,Plaisir,148,75.75,100,EDP,Women,Oriental,Amber,Musk,4.8,top langri,4.3,347
891,Givenchy,Pour Homme,375,117.85,100,EDT,Men,Spicy,"Labdanum, Cedar","Vetiver, Lavender Extract",4.7,hadayiq baris,3.8,122
892,MONTBLANC,Emblem,363,146.6,100,EDT,Men,Spicy,"Tonka Bean, And Woody Notes",Violet Leaf And Cinnamon,4.4,noon,4.2,98.1K
893,BURBERRY,Burberry Body,499,164.35,85,EDP,Women,Fruity,"Woody Cashmeran, Creamy Vanilla, Amber And Musk.","Natural Rose Absolute, Iris And Warm Sandalwood.",4.8,perfumes--addresses,4.1,59
894,Calvin Klein,CK One,265,98,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar and Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily-Of-The-Valley and Rose",4.5,noon,4.2,98.1K
895,MONTBLANC,Emblem Intense,395,127.5,100,EDT,Men,Spicy,"Patchouli, Tonka Beans, Velvet, Woody Notes","Violet Leaf, Apple, Rose, Cinnamon, Nutmeg",4.2,noon,4.2,98.1K
896,MONTBLANC,Emblem,363,146.55,100,EDT,Men,Spicy,"Woody Notes, Tonka Bean","Violet Leaf, Cinnamon",5,noon,4.2,98.1K
897,Bill Blass,Nude Natural Spray Colo,114,79.45,100,EDT,Women,Floral,"Sandalwood, Musk, Orris Root, Vetiver","Oakmoss, Jasmine, Ylang-Ylang, Rose, Narcissus",4.7,AMLAQ,3.9,135
898,HUGO BOSS,Nuit,415,162,75,EDP,Women,Floral,"Sandalwood, Crystal Moss And Warm Woods","Violet, Jasmin And White Florals",4.8,AMLAQ,3.9,135
899,Roberto Cavalli,Florence,500,154.95,75,EDP,Women,Floral,"Patchouli, Amber, Musk","Orange Blossom, Hibiscus Seed, Grapefruit Blossom",4.7,noon,4.2,98.1K
900,Elizabeth Taylor,White Diamonds,220,118.85,100,EDT,Women,Floral,"Oak Moss, Patchouli, Musk, Sandalwood and Amber","Violet, Rose, Jasmine and Ylang-Ylang,",4.3,noon,4.2,98.1K
901,DAVIDOFF,Adventure,210,79.6,100,EDT,Men,Woody,"Vetiver,Ceder,WhiteMusk",Warm Spices Of Wild Aromatic Black Sesame And South American Pimento,4.5,noon,4.2,98.1K
902,Givenchy,L'Interdit EDP For Wo,550,206.55,80,EDT,Women,Floral,"Vetiver, Patchouli, Ambroxan and Vanilla","Orange Blossom, Jasmine and Tuberose",4.9,Number One,4.1,63
903,Dolce & Gabbana,3 L'Imperatrice,300,156.75,100,EDT,Women,Floral,"Citrus Wood, Musks And Sandalwood","Watermelon, Cyclamen And Jasmine",4.6,noon,4.2,98.1K
904,Roberto,Paradiso Assoluto,515,127.65,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",4.5,noon,4.2,98.1K
905,CHLOE,Love Story,535,221.9,75,EDP,Women,Floral,"Musk, Cedar, Cashmirwood And Patchouli","Orange Blossom, Stephanotis, Rose, Black Currant And Peach",4.3,King-Perfume,3.6,450
906,Roberto Cavalli,Paradiso Assoluto,515,139,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",5,noon,4.2,98.1K
907,Ajmal,Sacrifice,79,75.9,50,EDP,Women,Floral,"Ambergris, Musk","Orange Blossom, Vanilla",4.2,neo lek,3.6,88
908,Estee Lauder,Beautiful,570,181.2,75,EDP,Women,Floral,"Sandalwood, Vetiver and Amber","Orange Flower, Muguet, Jasmine and Ylang-Ylang",4.6,noon,4.2,98.1K
909,Roberto Cavalli,Paradiso Azzuro,499,175,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amberwood, Sandalwood","Wild Jasmine, Watery Notes, Apple, Peach and Rose Tuberose",4.7,AMLAQ,3.9,135
910,Roberto Cavalli,Paradiso Azzurro,499,165,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",4.7,Beauty Group,4.2,124
911,Roberto Cavalli,Women,430,103,75,EDP,Women,Arabian,"Benzoin,Tonka Beans,Vanilla",Orange Tree Blossom,5,rich&light,3.5,69
912,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,4.2,98.1K
913,Dunhill,Desire Blue,280,68,100,EDT,Men,Fresh,"Tonka Bean, Musk, Amber And, Benzoin","Orange, Brazilian Rosewood And, Sea Notes",4.3,Modon,3.6,71
914,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDP,Women,Fruity,Musk And Vanilla,"Woody-Floral, Sandalwood And Cedar",4.8,noon,4.2,98.1K
915,NINA RICCI,Premier Jour,300,136.45,100,EDP,Women,Fruity,"Sandalwood, Musk, Vanilla, Woodsy Notes","Orchid, Gardenia",4.7,noon,4.2,98.1K
916,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,Cute,3.7,1.9K
917,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,noon,4.2,98.1K
918,HUGO BOSS,The Scent,535,155,100,EDP,Women,Fruity,Cacao,Osmanthus,4.5,noon,4.2,98.1K
919,DAVIDOFF,Adventure,210,219,100,EDT,Men,Woody,"Vetiver,Ceder,WhiteMusk",Warm Spices Of Wild Aromatic Black Sesame And South American Pimento,4.5,garmid,3.7,98
920,PACO RABANNE,Olympéa Intense,485,166.9,80,EDP,Women,Floral,"Ambergris, Cashmere wood and Sandalwood","Paco Rabanne Olympea, Vanilla and Salt",4.8,hadayiq baris,3.8,122
921,Dolce & Gabbana,3 L'Imperatrice,300,300,100,EDT,Women,Floral,"Citrus Wood, Musks And Sandalwood","Watermelon, Cyclamen And Jasmine",4.6,garmid,3.7,98
922,Mancera,Red Tobacco,590,340,120,EDP,Men,Woody,"Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods and White Musk","Patchouli Leaves, Jasmine",4.7,Faces,3.7,61
923,Lattafa,Oud Mood,119,42.55,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resin, Woody","Patchouli, Caramel, Agarwood",4.6,noon,4.2,98.1K
924,Roberto,Paradiso Assoluto,515,515,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",4.5,garmid,3.7,98
925,Roberto Cavalli,Paradiso Assoluto,515,515,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",5,garmid,3.7,98
926,GUCCI,Guilty Absolute,515,230,90,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",4.1,Rayhanti,3.5,537
927,VERSACE,Bright Crystal,430,169.95,90,EDT,Women,Floral,"Amber, Musk, Mahogany","Peony,Lotus, Magnolia",4.8,noon,4.2,98.1K
928,Roberto Cavalli,Paradiso Azzuro,499,499,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amberwood, Sandalwood","Wild Jasmine, Watery Notes, Apple, Peach and Rose Tuberose",4.7,garmid,3.7,135
929,Dunhill,Custom,330,89.85,100,EDT,Men,Floral,"Virginia Cedar, Incense",Pepper,4.3,noon,4.2,98.1K
930,Roberto Cavalli,Paradiso Azzurro,499,499,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",4.7,garmid,3.7,124
931,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,3.7,98.1K
932,DAVIDOFF,Hot Water,215,76.95,110,EDT,Men,Arabian,"Styrax, Benzoin",Pimento and Patchouli,4.6,AMLAQ,3.9,135
933,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDP,Women,Fruity,Musk And Vanilla,"Woody-Floral, Sandalwood And Cedar",4.8,garmid,3.7,98
934,Dolce & Gabbana,K,338,269,100,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon And Juniper Berries","Pimento, Clary Sage, Geranium And Lavandin",4.1,Grass gulf,3.7,98
935,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,garmid,3.7,1.9K
936,Dolce & Gabbana,K,26,14.1,100,EDT,Men,Aromatic,"Woody, Masculine, Cedarwood, Vetiver, Patchouli Accords","Pimento, Clary Sage, Geranium, Lavandin",3,beautiful lady,4.3,5
937,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,garmid,3.7,98
938,TED LAPIDUS,Pour Homme,129,44.45,100,EDT,Men,Woody,"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar, tobacco","Pine tree, honey, orris root, jasmine, caraway, petitgrain, lily-of-the-valley, rose, brazilian rosewood, incense",5,neo lek,3.6,88
939,HUGO BOSS,Bottled Unlimited,373,126,100,EDT,Men,Vanilla,Sandalwood And Musk,Pineapple And Rose,4.4,Al-Najm,3.7,347
940,GIORGIO ARMANI,Stronger With You,415,170,100,EDT,Men,Vanilla,"Vanilla, Chestnut, Cedar, Amber wood, Guaiac Wood","Pineapple, Sage, Melon, Cinnamon, Lavender",4.5,hadayiq baris,3.8,122
941,HUGO BOSS,Ma Vie,415,137.55,75,EDP,Women,Floral,Cedar and Woody Notes,"Pink Freesia, Jasmine and Rose",4.7,AMLAQ,3.9,135
942,DORALL COLLECTION,Pink Hearts,29,8.15,100,EDT,Women,Floral,"Caramel, Musk, Tonka, Sandalwood And Vanilla","Red Berries, Lily Of The Valley, Licorice, Cotton Candy And Strawberry",4.4,B.A.G,3.7,14.1K
943,Givenchy,Xeryus Rouge,455,214.4,100,EDT,Men,Woody,Cedar Wood,Red Pepper,4.8,noon,4.2,98.1K
944,Dolce & Gabbana,The Only One 2,614,137.9,100,EDP,Women,Floral,"Tonka, Patchouli, Ambergris, Amber Woods","Red Rose, Violet, Coffee",4.3,hadayiq baris,3.8,122
945,TESORI D´ORIENTE,White Musk,60,39.95,100,EDT,Men,Woody,"Aldehyde, Jasmine, White Flowers",Rose,4.2,B.A.G,3.7,14.1K
946,Mancera,Roses Vanille,446,248.8,120,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk",Rose and Sugar,5,noon,4.2,98.1K
947,BURBERRY,My Blush,431,181,50,EDP,Women,Arabian,"Jasmine,Wisteria","Rose Petals, Green Apple and Geranium",4.6,Fnoon,3.7,5
948,BURBERRY,My Burberry Blush,699,199.9,90,EDP,Women,Arabian,Jasmine and Wisteria,"Rose petals, Green apple and Geranium",4.5,noon,4.2,98.1K
949,Guerlain,L'Instant Magic,725,422,100,EDP,Women,Woody,"Wood, Almond","Rose, Freesia",4.7,PARFUM.1990,4.1,33
950,Dunhill,London,290,109.65,75,EDT,Men,Arabian,"Patchouli, Sandalwood, Tonka Bean, Vanilla And Musk","Rose, Geranium And Jasmine",3.4,AMLAQ,3.9,135
951,BURBERRY,Body Mini ED,34,23,5,EDT,Women,Woody,"Sandalwood, Cashmerean, Musk, Amber, Vanilla","Rose, Iris",1,Royal Scent,3.5,5
952,TRI,En Joy,10,9.9,100,EDT,Women,Floral,"Sandalwood, Cedar, Patchoulli, Musk, Benzoin","Rose, Jasmine, Cassis, Peach",4.1,Parisian Store,4.1,425
953,Mancera,Rose Greedy,446,269,120,EDP,Unisex,"Rose, Floral","White Musk, Amber, Vanilla, Sugar","Rose, Jasmine, Flowers",4.5,AMLAQ,3.9,135
954,DORALL COLLECTION,Oud Maaruf,29,11.49,100,EDT,Men,Arabian,"Sandalwood, musk, woody - amber, patchouli, oudh, dry woody-amber, amber","Rose, raspberry, dried fruits, ylang, geranium, jasmin, orris, muguet, saffron",4,B.A.G,3.7,14.1K
955,BURBERRY,Burberry Body Intense,435,152.45,60,EDP,Women,Fruity,"Cashmere Wood, Amber, Vanille, Musk","Rose, Sandalwood, Iris",4.6,noon,4.2,98.1K
956,Mancera,Roses Vanille,450,285,120,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk","Rose, Sugar",4.9,AMLAQ,3.9,135
957,Mancera,Roses Vanille,450,239.95,120,EDP,Women,Arabian,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",4.7,noon,4.2,98.1K
958,Dunhill,Desire,276,84.25,100,EDT,Men,Fresh,"Vanilla, Musk","Rose, Teak Wood, Patchouli",4.5,S2021,3.5,23
959,Parfums Gres,Cabotine,135,75,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk And Amber","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet And Iris",4.8,AMLAQ,3.9,135
960,Alina Corel,Monsieur Oud,51,30.95,100,EDP,Unisex,Musk,"Cedar, Musk","Rose, Water",4.5,noon,4.2,98.1K
961,GIORGIO ARMANI,Si Passione EDP For Wo,630,235.45,100,EDP,Women,Floral,"Cedar,Vanilla,Patchouli","Rose,Jasmine,Heliotrope,Pineapple",5,Parfume-Stor,4.1,347
962,Yves Saint Laurent,Kouros Silver,540,190,100,EDT,Men,Fruity,Amber and Woody Notes,Sage,4.5,Queen Beauty,3.5,5
963,Dior,Sauvage Perf,640,326.4,100,EDT,Men,Floral,"Tonka Bean, Vanilla and Olibanum",Sandalwood,3,Parfume-Stor,4.1,75
964,DAVIDOFF,Cool Water,150,71.75,75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",4.1,noon,4.2,98.1K
965,DAVIDOFF,Cool Water,315,85.5,125,EDT,Men,Fresh,"Musk, Oakmoss, Cedar, Tobacco, and Amber","Sandalwood, Jasmine, Neroli, and Geranium",3.7,Lolita Shop,3.6,5
966,BVLGARI,Aqva Marine Pour Homme,331,163.95,100,EDT,Men,Citrus,"Virginia Cedar, Amber","Seaweed, Rosemary, Water Notes",4.8,hadayiq baris,3.8,122
967,Dior,Sauvage,430,208.25,100,EDT,Men,Spicy,"Ambroxan, Cedar, Labdanum","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Geranium, Patchouli, Elemi",4.6,Spicebomb,3.5,66
968,GUESS,Marciano,150,80.7,100,EDT,Men,Spicy,Woody And Spicy,"Spicy, Lavenday And Sage",4.7,AMLAQ,3.9,135
969,GIORGIO ARMANI,Armani Code,514,280.1,125,EDT,Men,Citrus,"Leather, Tobacco And Tonka Bean","Star Anise, Olive Blossom And Guaiac Wood",2,noon,4.2,98.1K
970,CAROLINA HERRERA,212 Sexy,330,104.5,100,EDT,Men,Vanilla,"Sensual Oriental Character - Gaiac Wood, Sandalwood, Bourbon Vanilla, Musk, Amber","Subtle and Spicy Sensuality - Green Pepper, Floral Petal, Cardamom, Tonka Beans",4.2,Al-Najm,3.7,347
971,BVLGARI,Petits Et Mamans,254,193.95,100,EDT,Women,Floral,"Iris, Vanilla, White Peach, Powdery Notes","Sunflower, Chamomile, Rose",4.8,noon,4.2,98.1K
972,Justcavalli,Just Cavalli,385,131.4,75,EDT,Women,Floral,Cuddly And Creamy Rosewood,Tahitian Tiare Flowers,4.6,Star.perfume,3.9,537
973,Jean Paul GAULTIER,Scandal,505,354.95,80,EDP,Women,Floral,"Vanilla, Musk, And Labdanum","Tiare Flower, Jasmine, And Orange Blossom",4.5,noon,4.2,98.1K
974,GUCCI,Bloom Aqua Di Fiori,515,311.8,100,EDT,Women,Fruity,Jasmine,Tuberose,4.7,noon,4.2,98.1K
975,GUCCI,Bloom,695,325.65,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.6,noon,4.2,98.1K
976,VERSACE,Crystal Noir,447,172,90,EDP,Women,Floral and Oriental,"Sandalwood, Cashmeran, Vanilla Pod And Heliotropine","Tuberose, Frangipani And Jasmine Dry",4.4,flower,3.7,98
977,GUCCI,Bloom Nettare Di Fiori,630,329.85,100,EDP,Women,Floral,"Patchoulie, Musk, Schijnhulst","Tuberose, Honeysuckle, Jasmine",4.3,noon,4.2,98.1K
978,Givenchy,L'interdit,680,195.5,80,EDP,Women,Floral,Patchouli and Vetiver,"Tuberose, Jasmine and Orange Blossom",2.3,Pinch Of Perfum,3.5,347
979,CAROLINA HERRERA,Good Girl,565,168,80,EDP,Women,Arabian,"Tonka Bean, Cocoa","Tuberose, Jasmine Sambac",4.1,hadayiq baris,3.8,122
980,Genie Collection,Premium,35,14.5,25,EDP,Unisex,Oriental,"Amber, Patchouli And Musk","Tuberose, Ylang-ylang And Jasmine",5,Genie collection,3.7,32
981,Rasasi,Oud Al-Mubakhar,40,30.85,100,EDP,Men,Arabian,"Sandalwood, Tonka Bean, Musk, Patchouli","Turkish Rose, Violet, Geranium",4,noon,4.2,98.1K
982,Roberto Cavalli,Nero Assoluto,264,129.55,75,EDP,Women,Arabian,"Ebony, Woodsy Notes",Vanilla,5,noon,4.2,98.1K
983,Roberto Cavalli,Nero Assoluto,515,105,75,EDP,Women,Arabian,"Ebony, Woody Notes",Vanilla,4.6,noon,4.2,98.1K
984,GUESS,Homme,210,98,100,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber And Musk","Vanilla Orchid, Violet Leaves And Vetiver",4.4,Star.perfume,3.9,537
985,Lattafa,Ana Abiyedh Leather,65,47.9,60,EDP,Men,Musk,"Tonka Bean, Guaiac Wood","Vanilla, Cardamom, Saffron",4.6,top langri,4.3,347
986,Roberto Cavalli,Just Cavalli,357,101.95,90,EDT,Men,Woody,Leather,Vetiver,4.8,noon,4.2,98.1K
987,HUGO BOSS,Bottled Night,688,250,200,EDT,Men,Woody,"Musk, Woody Notes",Violet,4.5,Lady Style,3.6,5
988,MONTBLANC,Emblem,363,146.6,100,EDT,Men,Spicy,"Tonka Bean, And Woody Notes",Violet Leaf And Cinnamon,4.4,noon,4.2,98.1K
989,MONTBLANC,Emblem,363,146.55,100,EDT,Men,Spicy,"Woody Notes, Tonka Bean","Violet Leaf, Cinnamon",5,noon,4.2,98.1K
990,HUGO BOSS,Nuit,415,162,75,EDP,Women,Floral,"Sandalwood, Crystal Moss And Warm Woods","Violet, Jasmin And White Florals",4.8,AMLAQ,3.9,135
991,Elizabeth Taylor,White Diamonds,220,118.85,100,EDT,Women,Floral,"Oak Moss, Patchouli, Musk, Sandalwood and Amber","Violet, Rose, Jasmine and Ylang-Ylang,",4.3,noon,4.2,98.1K
992,Marc Jacobs,Daisy Eau So Fresh,330,179.4,125,EDT,Women,Fruity,"Musk, Plum, Cedarwood","Violet, Wild Rose, Apple Blossom, Lychee, Jasmine Petals",5,noon,4.2,98.1K
993,CARTIER,Pasha Edition Noir,478,198.55,100,EDT,Men,Oriental,Woody Amber And Cedar Accords,Warm And Cuddly Aromas,4.6,AMLAQ,3.9,135
994,MONTBLANC,Legend Spirit,342,140,100,EDT,Men,Citrus,"White Musk, White Woods, Cashmere Wood, Oakmoss","Water Notes, Lavender, Cardamom",4.7,hadayiq baris,3.8,122
995,BVLGARI,Petits Et Mamans,327,197.75,100,EDT,Women,Floral,Iris and Vanilla,White Peach,4.8,Tiffany,4.1,75
996,Roberto Cavalli,Paradiso Assoluto,515,139,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",5,noon,4.2,98.1K
997,Roberto Cavalli,Paradiso Azzurro,499,165,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",4.7,Beauty Group,4.3,124
998,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,4.2,98.1K
999,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDT,Women,Fruity,Musk And Vanilla,"Woody-Floral, Sandalwood And Cedar",4.8,noon,4.2,98.1K
1000,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,Cute,3.7,1.9K
1001,SWISS ARABIAN,Layali CPO At,126,77,15,EDT,Unisex,Arabian,Agarwood and Amber,"Ylang-Ylang, Rose and Jasmine",4,Swiss Arabian PerfumesPRICE UPDATE WITH 15% VAT 1 JULY 2020,3.9,5
1002,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,noon,4.2,98.1K
